Num_0dim,Max_0dim,Max_0dim_Minus_Second,Mean_0dim,betti_curve_0,persistence_entropy_0,Num_1dim,Max_1dim,Max_1dim_Minus_Second,Mean_1dim,betti_curve_1,persistence_entropy_1
1,0.33657902479171753,0.0,0.08025542859520231,1,-0.0,0,0.0,0.0,0.0,1,-0.0
2,0.792621374130249,0.7848160942085087,0.034548789917214495,37,4.721814884558873,0,0.0,0.0,0.0,1,-0.0
1,0.4026350677013397,0.0,0.10559413011651486,1,-0.0,0,0.0,0.0,0.0,1,-0.0
2,0.5302044749259949,0.4862462729215622,0.0901728980243206,12,3.0047657709418853,2,0.042646825313568115,0.042646825313568115,0.6342451870441437,1,0.13454230861122565
3,0.7522535920143127,0.7392384419217706,0.04460965027101338,28,3.985623044305129,0,0.0,0.0,0.0,1,-0.0
2,0.8254894614219666,0.7891617193818092,0.07537130416474408,18,3.7549077402751294,0,0.0,0.0,0.0,1,-0.0
2,0.7000854015350342,0.6949254311621189,0.035912794483776544,38,4.759316762480131,0,0.0,0.0,0.0,1,-0.0
3,0.5787639021873474,0.5113794505596161,0.10398259357764171,13,3.2508388335588534,2,0.06792116165161133,0.06792116165161133,0.6383670568466187,1,0.18266769054865076
3,0.9541510343551636,0.7560597360134125,0.21674806848168374,5,0.6961841177458232,0,0.0,0.0,0.0,1,-0.0
2,0.5524943470954895,0.5497677125968039,0.03928687842562795,38,5.370321518881866,0,0.0,0.0,0.0,1,-0.0
1,0.3690961003303528,0.0,0.07492391224950552,1,-0.0,0,0.0,0.0,0.0,1,-0.0
4,0.6639777421951294,0.2549026906490326,0.20964055756727853,6,1.6394229756051377,2,0.10698729753494263,0.10698729753494263,0.8177992403507233,1,0.23912144209964073
2,0.5705684423446655,0.5438035558909178,0.05260928966104984,25,5.020383649490151,0,0.0,0.0,0.0,1,-0.0
2,0.5169616937637329,0.5144975334405899,0.03510630638747652,37,5.167233247312044,0,0.0,0.0,0.0,1,-0.0
2,0.5238549709320068,0.5157533437013626,0.04553942616718511,30,4.848220782524838,0,0.0,0.0,0.0,1,-0.0
4,0.5943718552589417,0.20409518480300903,0.20311750719944635,6,1.7088516063036179,0,0.0,0.0,0.0,1,-0.0
4,0.8907784819602966,0.8268039971590042,0.1820735319384507,7,1.1525073319263703,0,0.0,0.0,0.0,1,-0.0
2,0.686648964881897,0.6326337419450283,0.07758939137252477,13,2.8564330898409436,0,0.0,0.0,0.0,1,-0.0
2,0.6332632303237915,0.6053168140351772,0.05850708790655647,21,4.239731045125229,0,0.0,0.0,0.0,1,-0.0
2,0.7016010880470276,0.5418817549943924,0.13566419068309996,9,2.4896403356971666,0,0.0,0.0,0.0,1,-0.0
