,text,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,entropy,perplexity,per_word_perplexity,first_order_coherence,second_order_coherence,pos_prop_ADJ,pos_prop_ADP,pos_prop_ADV,pos_prop_AUX,pos_prop_CCONJ,pos_prop_DET,pos_prop_INTJ,pos_prop_NOUN,pos_prop_NUM,pos_prop_PART,pos_prop_PRON,pos_prop_PROPN,pos_prop_PUNCT,pos_prop_SCONJ,pos_prop_SYM,pos_prop_VERB,pos_prop_X,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences
0,"Amrozi accused his brother , whom he called "" the witness "" , of deliberately distorting his evidence .",47.59642857142859,10.098571428571429,,11.314285714285715,12.484285714285711,15.685714285714287,56.857142857142854,6.0,0.628153785212508,1.87414730480573,0.09863933183188052,,,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.15789473684210525,0.0,0.0,0.21052631578947367,0.05263157894736842,0.2631578947368421,0.0,0.0,0.15789473684210525,0.0,3.4210526315789473,0.0,0.42105263157894735,0.0,True,6.0,0.7368421052631579,4.473684210526316,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.714285714285714,6.0,2.938137685886162,14.0,14.0,0.0,1.7142857142857142,1.5,0.8806305718527109,14,13,0.9285714285714286,85,1
0,Yucaipa owned Dominick 's before selling the chain to Safeway in 1998 for $ 2.5 billion .,78.81000000000003,5.993333333333336,,6.0,8.05,9.666666666666668,48.33333333333333,5.0,0.4600255292539486,1.5841144257377269,0.09318320151398393,,,0.0,0.23529411764705882,0.0,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.0,0.17647058823529413,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.0,2.823529411764706,0.0,0.47058823529411764,0.0,True,6.0,0.7647058823529411,4.294117647058823,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.666666666666667,5.0,2.1807236311728166,15.0,15.0,0.0,1.3333333333333333,1.0,0.47140452079103173,15,15,1.0,73,1
0,"They had published an advertisement on the Internet on June 10 , offering the cargo for sale , he added .",61.665000000000006,9.130000000000003,,13.866666666666667,9.026666666666667,9.342222222222219,40.22222222222222,4.0,0.7148253455097776,2.043829687051963,0.09732522319295062,,,0.0,0.14285714285714285,0.0,0.047619047619047616,0.0,0.14285714285714285,0.0,0.19047619047619047,0.047619047619047616,0.0,0.09523809523809523,0.047619047619047616,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,3.0,0.0,0.5238095238095238,0.0,True,9.0,0.8095238095238095,4.0476190476190474,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.555555555555555,3.5,2.966895538404153,18.0,18.0,0.0,1.5,1.0,0.8975274678557507,18,16,0.8888888888888888,85,1
0,"Around 0335 GMT , Tab shares were up 19 cents , or 4.4 % , at A $ 4.56 , having earlier set a record high of A $ 4.57 .",86.708,7.376000000000001,,10.0,6.7072,2.5375999999999976,29.0,1.0,0.8080490458678167,2.2435266965388263,0.0723718289206073,,,0.0,0.06451612903225806,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.0967741935483871,0.0,0.16129032258064516,0.16129032258064516,0.0,0.0,0.06451612903225806,0.16129032258064516,0.0,0.06451612903225806,0.03225806451612903,0.0,3.7096774193548385,0.0,0.41935483870967744,0.0,False,9.0,0.5806451612903226,2.870967741935484,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.32,3.0,1.826909959467078,25.0,25.0,0.0,1.12,1.0,0.32496153618543844,25,22,0.88,89,1
0,"The stock rose $ 2.11 , or about 11 percent , to close Friday at $ 21.51 on the New York Stock Exchange .",88.83428571428574,6.085714285714285,,8.4,6.78857142857143,4.910476190476192,30.523809523809526,2.0,0.6577432133376256,1.930430844194873,0.08043461850811971,,,0.0,0.08333333333333333,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.0,0.08333333333333333,0.125,0.041666666666666664,0.0,0.20833333333333334,0.125,0.0,0.08333333333333333,0.08333333333333333,0.0,3.0833333333333335,0.0,0.5,0.0,False,7.0,0.6666666666666666,3.4166666666666665,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.761904761904762,4.0,1.8747637795266219,21.0,21.0,0.0,1.1428571428571428,1.0,0.3499271061118826,21,18,0.8571428571428571,82,1
0,Revenue in the first quarter of the year dropped 15 percent from the same period a year earlier .,80.46500000000002,6.507777777777779,,9.422222222222222,7.98,8.03555555555555,45.77777777777778,5.0,0.6731478303796371,1.960398620518724,0.10317887476414338,,,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.0,0.0,0.21052631578947367,0.0,0.3157894736842105,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,2.4210526315789473,0.0,0.42105263157894735,0.0,True,9.0,0.8947368421052632,4.157894736842105,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.333333333333333,4.0,2.0,18.0,18.0,0.0,1.2777777777777777,1.0,0.558326423395605,18,15,0.8333333333333334,79,1
0,"The Nasdaq had a weekly gain of 17.27 , or 1.2 percent , closing at 1,520.15 on Friday .",84.845,5.400000000000002,,6.4,6.293125,6.972499999999997,34.75,3.0,0.5916643389643294,1.8069933635412947,0.09510491387059446,,,0.05263157894736842,0.15789473684210525,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.10526315789473684,0.15789473684210525,0.0,0.0,0.10526315789473684,0.15789473684210525,0.0,0.0,0.10526315789473684,0.0,3.526315789473684,0.0,0.47368421052631576,0.0,False,7.0,0.6842105263157895,3.6842105263157894,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.1875,3.5,2.1569292408421745,16.0,16.0,0.0,1.25,1.0,0.4330127018922193,16,16,1.0,70,1
0,The DVD-CCA then appealed to the state Supreme Court .,95.165,2.4700000000000024,,4.0,3.8230000000000004,6.523999999999997,30.0,2.0,0.37711646171448454,1.4580741092940528,0.1215061757745044,,,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,2.1666666666666665,0.0,0.3333333333333333,0.0,True,4.0,0.8333333333333334,3.75,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.3,3.5,1.8466185312619388,10.0,10.0,0.0,1.2,1.0,0.4,10,9,0.9,45,1
0,"That compared with $ 35.18 million , or 24 cents per share , in the year-ago period .",90.13250000000001,4.662500000000001,,6.4,5.41,5.869999999999997,28.5,2.0,0.6038651736476672,1.8291752343469814,0.09145876171734907,,,0.05,0.15,0.0,0.0,0.05,0.05,0.0,0.2,0.15,0.0,0.05,0.0,0.2,0.0,0.05,0.05,0.0,3.6,0.0,0.45,0.0,False,6.0,0.65,3.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,1.8708286933869707,16.0,16.0,0.0,1.1875,1.0,0.3903123748998999,16,16,1.0,68,1
0,"Shares of Genentech , a much larger company with several products on the market , rose more than 2 percent .",71.06500000000001,7.818888888888889,,9.422222222222222,9.811666666666667,10.32222222222222,45.77777777777778,5.0,0.7000422770792948,2.0138378448530374,0.09589704023109702,,,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.23809523809523808,0.047619047619047616,0.0,0.0,0.047619047619047616,0.14285714285714285,0.0,0.0,0.047619047619047616,0.0,2.5714285714285716,0.0,0.5238095238095238,0.0,True,9.0,0.8095238095238095,4.190476190476191,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.722222222222222,4.0,2.328699101681632,18.0,18.0,0.0,1.3888888888888888,1.0,0.5905636562630361,18,18,1.0,88,1
