Num_0dim,Max_0dim,Max_0dim_Minus_Second,Mean_0dim,betti_curve_0,persistence_entropy_0,Num_1dim,Max_1dim,Max_1dim_Minus_Second,Mean_1dim,betti_curve_1,persistence_entropy_1
12,5.020371437072754,4.717320293188095,0.684301771639314,14,-13.421168338263694,0,0.0,0.0,0.0,1,-0.0
7,5.358304500579834,3.355700731277466,1.1816275830497034,8,-23.032855609861038,0,0.0,0.0,0.0,1,-0.0
14,4.163192272186279,3.7917326986789703,0.5916114639052573,17,-10.107069840447693,2,0.02271723747253418,0.02271723747253418,0.968185305595398,1,0.08597636749369628
22,5.180086612701416,4.801058262586594,0.48920558123239155,29,-8.329487806708299,10,0.5311583280563354,0.0,1.3018900513648988,5,1.180183431390336
9,5.527812957763672,4.557354092597961,1.0750411842018366,10,-25.37510550330842,0,0.0,0.0,0.0,1,-0.0
15,4.5334577560424805,4.197192907333374,0.5707847418056594,18,-9.796470280874114,0,0.0,0.0,0.0,1,-0.0
12,4.860365390777588,4.295843780040741,0.7163310715785394,13,-13.152464637454585,2,0.1933140754699707,0.1933140754699707,1.6692378520965576,1,0.3176999059918959
18,6.0573625564575195,5.825359106063843,0.5743756033480167,21,-14.020202317009655,2,0.35493212938308716,0.35493212938308716,1.1373830735683441,1,0.3676488834481581
12,4.466527938842773,3.7786957025527954,0.8776688332167956,13,-20.85929686858056,0,0.0,0.0,0.0,1,-0.0
12,5.446238040924072,4.897552490234375,0.8334462506553302,13,-19.014202687855676,0,0.0,0.0,0.0,1,-0.0
19,4.874365329742432,4.335966646671295,0.5391269735991955,20,-9.062843178501364,4,0.1957542896270752,0.01807689666748047,1.744193434715271,2,0.6262431695540641
22,3.5039150714874268,3.3936966583132744,0.4904459590713183,27,-7.087997229091993,6,0.21038472652435303,0.11450326442718506,1.7396323084831238,3,0.6822881043786806
17,4.679962158203125,4.1238322257995605,0.6250956084372269,18,-11.385769064108914,6,0.28823232650756836,0.2674994468688965,2.202119469642639,3,0.5078155191273477
12,4.713411808013916,4.508456736803055,0.6977689407765866,15,-15.127709222601823,0,0.0,0.0,0.0,1,-0.0
12,4.251152038574219,3.801649808883667,0.8390344341418573,14,-18.516941269191165,0,0.0,0.0,0.0,1,-0.0
11,4.577358245849609,4.330071985721588,0.7132306230755953,13,-12.731576490583638,0,0.0,0.0,0.0,1,-0.0
11,4.200493812561035,3.8492818772792816,0.8962065507299625,13,-19.95052789409884,0,0.0,0.0,0.0,1,-0.0
17,5.1045918464660645,4.917283624410629,0.5430225756019353,20,-9.707851460499398,2,0.01681983470916748,0.01681983470916748,1.1814624667167664,1,0.06871232896915817
17,4.627444744110107,3.975139617919922,0.7503985029955705,18,-16.527547326518828,4,0.2429943084716797,0.11519551277160645,2.6277779936790466,2,0.6066884688476658
24,3.9056637287139893,3.6280331909656525,0.5578414775707103,27,-9.828984793998245,6,0.5107346773147583,0.32395100593566895,1.6725151141484578,3,0.8035803206663323
24,3.9056625366210938,3.6280308961868286,0.5578411613349561,27,-9.828956090789084,6,0.5107378959655762,0.3239481449127197,1.6725174188613892,3,0.8035848327226687
24,3.9056620597839355,3.6280298233032227,0.5578410295700585,27,-9.828953607660537,6,0.5107358694076538,0.32393980026245117,1.6725188096364338,3,0.8035810954321556
24,3.9056613445281982,3.6280281841754913,0.5578407544504713,27,-9.828916365256859,6,0.5107443332672119,0.3239474296569824,1.6725199619928997,3,0.8035793664114155
24,3.9056615829467773,3.628029465675354,0.5578409830729166,27,-9.82895032607234,6,0.5107376575469971,0.32393980026245117,1.6725202004114788,3,0.8035836505079321
31,3.407366991043091,3.3073828294873238,0.4293516801463233,45,-5.951560829243624,8,0.35040855407714844,0.18944036960601807,2.161365367472172,4,1.2310155395851106
31,3.407362699508667,3.307375483214855,0.4293521876136462,45,-5.9515808217080455,8,0.3503904342651367,0.18942761421203613,2.161366268992424,4,1.2310038437385917
31,3.4073562622070312,3.307379402220249,0.42935435730550026,45,-5.951722227098937,8,0.35036802291870117,0.1894066333770752,2.1613608226180077,4,1.2309738197197233
31,3.407369375228882,3.3073913007974625,0.4293523767756091,45,-5.951523587921111,8,0.3504185676574707,0.18945074081420898,2.1613639295101166,4,1.2310334070967706
