Num_0dim,Max_0dim,Max_0dim_Minus_Second,Mean_0dim,betti_curve_0,persistence_entropy_0,Num_1dim,Max_1dim,Max_1dim_Minus_Second,Mean_1dim,betti_curve_1,persistence_entropy_1
5,8.509336471557617,8.41497591137886,0.33376010084016755,22,-12.317983401042053,0,0.0,0.0,0.0,1,-0.0
5,8.282824516296387,8.254434414207935,0.21383882664438142,38,-7.790998242031431,0,0.0,0.0,0.0,1,-0.0
3,7.750064849853516,7.70440261438489,0.16771694713286936,63,2.804787820555992,6,0.2459130883216858,0.0,0.4817469077450888,7,1.4502562086802058
2,7.801340103149414,7.766667168587446,0.1749041266097077,58,0.37428796614454285,6,0.17938470840454102,0.16254448890686035,0.4145129058096144,9,1.0708856462012135
7,8.929915428161621,8.796591401100159,0.5249040959669011,14,-16.989150393770466,0,0.0,0.0,0.0,1,-0.0
8,8.691245079040527,8.54942612349987,0.455596790338556,18,-14.50851421926789,0,0.0,0.0,0.0,1,-0.0
4,8.686848640441895,8.623566895723343,0.3088273501310211,26,-11.764120678472661,0,0.0,0.0,0.0,1,-0.0
5,8.784049987792969,8.717286296188831,0.32514062078426714,23,-13.410330957779232,0,0.0,0.0,0.0,1,-0.0
5,8.68071460723877,8.578006207942963,0.3058776397568484,24,-12.183384011511166,0,0.0,0.0,0.0,1,-0.0
6,8.843534469604492,8.578282743692398,0.7452153965830803,10,-19.823717190164537,0,0.0,0.0,0.0,1,-0.0
4,9.102465629577637,9.03507662564516,0.5089899017785986,15,-19.966604935950382,0,0.0,0.0,0.0,1,-0.0
7,8.89448070526123,8.782992258667946,0.366918504770313,21,-13.636210603649921,0,0.0,0.0,0.0,1,-0.0
6,8.550544738769531,8.484136782586575,0.30835243654795563,26,-11.030579037880985,0,0.0,0.0,0.0,1,-0.0
6,8.307562828063965,8.228231571614742,0.4705798673676327,16,-14.924220530987036,0,0.0,0.0,0.0,1,-0.0
7,8.753007888793945,8.565502777695656,0.46177900494898066,17,-14.85898005428788,0,0.0,0.0,0.0,1,-0.0
5,8.954195976257324,8.850587472319603,0.5260772580014808,14,-18.471027742282278,0,0.0,0.0,0.0,1,-0.0
8,8.47398567199707,8.340879917144775,0.5173339497830186,14,-15.003873905817724,0,0.0,0.0,0.0,1,-0.0
6,8.844487190246582,8.726432353258133,0.39107518270611763,20,-14.090675585271091,0,0.0,0.0,0.0,1,-0.0
4,2.831798791885376,2.8096221406012774,0.11343097029667762,108,28.439500997407585,10,0.20622438192367554,0.19483011960983276,0.4279846914112568,15,1.8293160717241885
7,8.033363342285156,7.925169840455055,0.3552603097244476,24,-10.879490482419651,2,0.0005454421043395996,0.0005454421043395996,0.6588476598262787,1,0.004098404904819033
5,8.969768524169922,8.865825727581978,0.5003339332838853,15,-18.35111132631895,0,0.0,0.0,0.0,1,-0.0
7,7.929725646972656,7.866535224020481,0.31354069910370386,26,-10.204795322747096,0,0.0,0.0,0.0,1,-0.0
5,8.899267196655273,8.823376692831516,0.33616177697220573,23,-15.163357619408375,0,0.0,0.0,0.0,1,-0.0
7,8.313689231872559,8.23583635687828,0.4766440079547465,16,-14.907498480133013,0,0.0,0.0,0.0,1,-0.0
4,7.258612632751465,7.190992757678032,0.16898260841575952,65,4.920737463753905,5,0.26798397302627563,0.18827077746391296,0.4057996869087219,11,1.9569931893138417
7,8.564884185791016,8.402458027005196,0.45911364082027883,17,-13.878821919584485,0,0.0,0.0,0.0,1,-0.0
5,8.310556411743164,8.205409944057465,0.3506686046719551,20,-12.756261752421484,0,0.0,0.0,0.0,1,-0.0
10,8.10725212097168,8.058777924627066,0.30350795099812167,31,-8.843853619607025,4,0.4004307985305786,0.16946721076965332,0.7863576834400495,3,0.7819625934737098
7,8.386751174926758,8.31006295233965,0.4045844019243592,19,-13.959964055819324,2,0.039183080196380615,0.039183080196380615,0.9000457227230072,1,0.1269339899405743
7,8.406752586364746,8.103994131088257,0.7092577390372753,10,-17.092098290316,0,0.0,0.0,0.0,1,-0.0
5,7.58734655380249,7.562496904283762,0.15778732002497867,52,-2.356908738289027,0,0.0,0.0,0.0,1,-0.0
6,8.557632446289062,8.515644527971745,0.24825484080300217,31,-10.870718528428629,0,0.0,0.0,0.0,1,-0.0
5,8.622928619384766,8.600759729743004,0.3934141322480221,19,-14.542593058234168,2,0.053524911403656006,0.053524911403656006,0.7114149630069733,1,0.1566999640632476
5,8.771553039550781,8.627666711807251,0.324204523426791,24,-12.090423250993348,0,0.0,0.0,0.0,1,-0.0
4,7.258613586425781,7.19099335372448,0.16898260010549657,65,4.920728778945527,5,0.26798495650291443,0.1882721185684204,0.4057998020540584,11,1.9569917436923283
6,9.125981330871582,8.98253020644188,0.5193743727036885,14,-17.453947102520203,0,0.0,0.0,0.0,1,-0.0
4,8.761384010314941,8.670146875083447,0.3983847869353162,18,-15.477004176168668,0,0.0,0.0,0.0,1,-0.0
5,8.934444427490234,8.83190193027258,0.40111176214284366,18,-14.76189848482576,0,0.0,0.0,0.0,1,-0.0
4,8.887954711914062,8.735281154513359,0.7575882446020842,10,-23.315256728629386,0,0.0,0.0,0.0,1,-0.0
11,8.415974617004395,8.278917372226715,0.44050014862104464,19,-13.201442466583138,2,0.2264581322669983,0.2264581322669983,0.9897180497646332,1,0.3363345304114145
7,8.571101188659668,8.464585185050964,0.2644328780069545,37,-7.0945458802837145,2,0.1119835376739502,0.09546878933906555,0.4382995553314686,4,0.5181214707814132
3,7.262596607208252,7.186488673090935,0.1670017952776768,66,5.139030258621036,5,0.23111465573310852,0.17337310314178467,0.4053180788954099,12,2.087859493253612
7,8.406752586364746,8.103994131088257,0.7092577390372753,10,-17.092098290316,0,0.0,0.0,0.0,1,-0.0
4,8.317034721374512,8.293521773070097,0.17695626586155835,43,-6.989618417526829,0,0.0,0.0,0.0,1,-0.0
8,8.476757049560547,8.312934413552284,0.519976665132812,14,-15.022641396009881,0,0.0,0.0,0.0,1,-0.0
6,8.775642395019531,8.728733103722334,0.3912268425092885,19,-14.511634563806819,0,0.0,0.0,0.0,1,-0.0
6,9.062776565551758,8.977578029036522,0.4112827946480952,19,-16.378787249258643,0,0.0,0.0,0.0,1,-0.0
5,8.74056339263916,8.647422201931477,0.3563453835435212,20,-13.603107311417528,0,0.0,0.0,0.0,1,-0.0
6,8.865670204162598,8.689773008227348,0.5070473243792851,15,-16.02899857209985,0,0.0,0.0,0.0,1,-0.0
5,9.105562210083008,8.966368794441223,0.6815911761739037,11,-20.595491131738747,0,0.0,0.0,0.0,1,-0.0
6,8.843534469604492,8.578282743692398,0.7452153965830803,10,-19.823717190164537,0,0.0,0.0,0.0,1,-0.0
7,8.929915428161621,8.796591401100159,0.5249040959669011,14,-16.989150393770466,0,0.0,0.0,0.0,1,-0.0
6,8.642297744750977,8.502598375082016,0.3956694504932353,19,-13.586334433862156,0,0.0,0.0,0.0,1,-0.0
4,8.824721336364746,8.613797336816788,0.770923285641604,9,-20.064481364231312,0,0.0,0.0,0.0,1,-0.0
7,9.092425346374512,8.947769969701767,0.443897040353881,18,-15.968410594934177,2,0.08335810899734497,0.08335810899734497,0.6877175867557526,1,0.2071123399146076
7,8.063060760498047,7.956711761653423,0.3536292687058449,24,-10.920510793884247,0,0.0,0.0,0.0,1,-0.0
6,8.63332462310791,8.538885988295078,0.4197972186786287,17,-14.678901820938627,0,0.0,0.0,0.0,1,-0.0
5,9.120960235595703,9.031101286411285,0.5689113322072304,13,-19.143291256934052,0,0.0,0.0,0.0,1,-0.0
7,8.81722640991211,8.666739955544472,0.5143489520996809,14,-16.76760973390468,0,0.0,0.0,0.0,1,-0.0
3,7.728741645812988,7.7026450131088495,0.1614079536870122,50,-3.229844665456394,0,0.0,0.0,0.0,1,-0.0
7,8.451523780822754,8.364553526043892,0.2923914737278415,31,-9.469809106282293,4,0.0896151065826416,0.023108184337615967,0.5470990240573883,3,0.5076191180594506
3,7.807497501373291,7.764807350933552,0.15794494253350422,64,2.375923943765609,3,0.16361096501350403,0.02761027216911316,0.3735807449980216,11,1.3037723615569312
7,8.378504753112793,8.032075136899948,0.7936811298131943,9,-18.054108598250266,0,0.0,0.0,0.0,1,-0.0
4,8.507810592651367,8.442331232130527,0.26373064265187296,28,-11.006063963474947,0,0.0,0.0,0.0,1,-0.0
3,7.669279098510742,7.645641045644879,0.15644889722578229,50,-3.0470408535867524,0,0.0,0.0,0.0,1,-0.0
6,8.802014350891113,8.695910319685936,0.4799069029589494,15,-16.366648921296658,0,0.0,0.0,0.0,1,-0.0
6,8.894248008728027,8.824255906045437,0.3671299076328675,21,-13.748151298098541,0,0.0,0.0,0.0,1,-0.0
6,8.626822471618652,8.450724571943283,0.5399258538548436,14,-16.949974196279257,0,0.0,0.0,0.0,1,-0.0
5,8.732662200927734,8.679065220057964,0.3196899317360173,24,-13.26837550586529,0,0.0,0.0,0.0,1,-0.0
4,8.871795654296875,8.737631022930145,0.5778408423066139,13,-19.23095126141134,0,0.0,0.0,0.0,1,-0.0
4,9.008646965026855,8.824396193027496,0.47063681309421856,15,-16.214458252411443,0,0.0,0.0,0.0,1,-0.0
4,8.507813453674316,8.442342720925808,0.2637310940772295,28,-11.006033793086782,0,0.0,0.0,0.0,1,-0.0
7,8.557920455932617,8.485599271953106,0.35779866186732595,22,-12.4653079507593,0,0.0,0.0,0.0,1,-0.0
5,8.771552085876465,8.627669706940651,0.3242043250550826,24,-12.09041022643874,0,0.0,0.0,0.0,1,-0.0
5,8.954859733581543,8.895152065902948,0.5215806176087686,14,-18.735489917900253,0,0.0,0.0,0.0,1,-0.0
5,8.805770874023438,8.70484845340252,0.43922360986471176,16,-15.567670040456608,0,0.0,0.0,0.0,1,-0.0
2,7.913296699523926,7.886924741789699,0.15859562836076116,51,-3.1876834945490877,0,0.0,0.0,0.0,1,-0.0
4,2.8317995071411133,2.8096219561994076,0.11343100393639395,108,28.439505430173874,10,0.20622491836547852,0.19482916593551636,0.4279843104382356,15,1.829314084308914
4,2.831799268722534,2.8096225894987583,0.11343100272912394,108,28.439504428539056,10,0.20622509717941284,0.19482958316802979,0.4279842428863049,15,1.8293138876824904
7,9.073188781738281,8.96462208032608,0.5063090798045907,14,-17.021381677148973,0,0.0,0.0,0.0,1,-0.0
4,8.87130355834961,8.834540780633688,0.3333072097486128,23,-14.642540760146604,0,0.0,0.0,0.0,1,-0.0
7,8.386762619018555,8.309037581086159,0.40457561327830743,19,-13.958643046955403,2,0.039279282093048096,0.039279282093048096,0.900031179189682,1,0.12714931707409646
6,8.562572479248047,8.522557713091373,0.3301241270859133,22,-13.43570320989264,0,0.0,0.0,0.0,1,-0.0
7,8.656476974487305,8.58732583373785,0.3259738613665104,25,-11.991729561848924,2,0.0411871075630188,0.0411871075630188,0.7811394035816193,1,0.1313716335830902
4,8.8374605178833,8.748308293521404,0.2891591389530471,28,-10.779238590540043,0,0.0,0.0,0.0,1,-0.0
5,9.111882209777832,8.913781598210335,0.3945067377672309,21,-13.978738890079685,0,0.0,0.0,0.0,1,-0.0
4,8.591790199279785,8.521670140326023,0.25593578194578487,30,-10.51219301657251,0,0.0,0.0,0.0,1,-0.0
4,8.410591125488281,8.360899899154902,0.24363612563659748,30,-9.846030441588526,0,0.0,0.0,0.0,1,-0.0
6,8.938162803649902,8.889814145863056,0.5612263741831367,13,-18.61149185118856,0,0.0,0.0,0.0,1,-0.0
6,8.822002410888672,8.701116383075714,0.5442734746119151,13,-17.908985384510753,0,0.0,0.0,0.0,1,-0.0
7,8.845470428466797,8.57083284854889,0.7426047809422016,10,-19.94294593109085,0,0.0,0.0,0.0,1,-0.0
5,8.674629211425781,8.440331727266312,0.6860999882221221,10,-18.350361741427296,0,0.0,0.0,0.0,1,-0.0
7,8.768054962158203,8.727223731577396,0.4085260644141171,18,-14.49176092761288,0,0.0,0.0,0.0,1,-0.0
10,8.107253074645996,8.058778814971447,0.30350780132557115,31,-8.843844714333644,4,0.40042030811309814,0.1694577932357788,0.7863590394457182,3,0.7819676165921126
5,8.755858421325684,8.66668289899826,0.38969428249095617,19,-15.299413571458736,0,0.0,0.0,0.0,1,-0.0
6,9.099955558776855,9.006183199584484,0.39548826891751515,21,-14.1785741391786,2,0.01138615608215332,0.01138615608215332,0.6621887683868408,1,0.05095711368416888
7,8.389619827270508,8.310675114393234,0.23005812038623152,42,-5.040668165595822,8,0.17985111474990845,0.146375834941864,0.48295781430270934,9,1.2539591314829746
3,7.262594699859619,7.18648587167263,0.16700182843840483,66,5.139033922613338,5,0.23111477494239807,0.17337393760681152,0.40531810373067856,12,2.087862803845847
7,8.365164756774902,8.141871750354767,0.6951819196343422,10,-17.32206176719059,0,0.0,0.0,0.0,1,-0.0
8,8.689638137817383,8.62792943790555,0.4205573221997303,17,-14.606523324351219,0,0.0,0.0,0.0,1,-0.0
7,8.845470428466797,8.57083284854889,0.7426047809422016,10,-19.94294593109085,0,0.0,0.0,0.0,1,-0.0
6,9.06302261352539,8.98375203460455,0.4111474160301058,19,-16.361382390560543,0,0.0,0.0,0.0,1,-0.0
6,8.819066047668457,8.694009572267532,0.4739333547651768,15,-16.271870488680637,0,0.0,0.0,0.0,1,-0.0
5,8.979068756103516,8.798429444432259,0.4683041777461767,16,-16.37308328773929,0,0.0,0.0,0.0,1,-0.0
4,2.831799268722534,2.809621723368764,0.11343099873650957,108,28.439506882692445,10,0.20622488856315613,0.19482985138893127,0.42798440605401994,15,1.829312859333256
4,8.867024421691895,8.753785476088524,0.5677128376869055,13,-19.0398348540205,0,0.0,0.0,0.0,1,-0.0
6,8.805802345275879,8.754970464855433,0.42822209937388406,17,-15.111745216135542,0,0.0,0.0,0.0,1,-0.0
7,8.826506614685059,8.688971564173698,0.5129335017076561,14,-16.352441183051607,0,0.0,0.0,0.0,1,-0.0
6,8.518753051757812,8.430643916130066,0.4425479385536164,16,-15.495755349012198,0,0.0,0.0,0.0,1,-0.0
5,8.50933837890625,8.415005624294281,0.33376008746298874,22,-12.317960081154919,0,0.0,0.0,0.0,1,-0.0
6,8.51877498626709,8.432538144290447,0.44255666015669703,16,-15.50000525638372,0,0.0,0.0,0.0,1,-0.0
5,9.308830261230469,9.194375224411488,0.3793372204527259,22,-16.264414546335047,0,0.0,0.0,0.0,1,-0.0
6,8.542353630065918,8.501342963427305,0.2567209261159102,30,-10.282665504788953,0,0.0,0.0,0.0,1,-0.0
6,9.00595474243164,8.970377467572689,0.48128932478527225,15,-16.735074275278908,0,0.0,0.0,0.0,1,-0.0
4,8.653398513793945,8.640746200457215,0.25512210499229176,28,-12.122328978913757,0,0.0,0.0,0.0,1,-0.0
4,8.769418716430664,8.629234924912453,0.3184366569233437,24,-12.965218481339775,1,0.05285784602165222,0.0,0.3222987577319145,1,-0.0
4,8.613845825195312,8.493445165455341,0.2584151001026233,30,-10.028392329194148,0,0.0,0.0,0.0,1,-0.0
6,8.550544738769531,8.484139375388622,0.30835246305482894,26,-11.030586037572586,0,0.0,0.0,0.0,1,-0.0
5,7.873260974884033,7.833749450743198,0.1965013375765709,43,-5.114402628421962,0,0.0,0.0,0.0,1,-0.0
6,9.005912780761719,8.970729026943445,0.48129041952391466,15,-16.732341482522713,0,0.0,0.0,0.0,1,-0.0
6,8.805902481079102,8.754841804504395,0.42823703943149133,17,-15.112633849763782,0,0.0,0.0,0.0,1,-0.0
4,8.46180534362793,8.357769437134266,0.3827835229140791,22,-13.080196373752244,6,0.01192021369934082,0.0,0.8241067826747894,3,0.10615621215735832
4,8.932914733886719,8.808211967349052,0.42370656998280215,17,-15.62429417648588,0,0.0,0.0,0.0,1,-0.0
8,8.437828063964844,8.135267525911331,0.6382797149320444,12,-16.497948669338278,0,0.0,0.0,0.0,1,-0.0
4,8.85223388671875,8.794887091964483,0.2941934857517481,26,-13.085553965943294,0,0.0,0.0,0.0,1,-0.0
5,9.066193580627441,8.938479661941528,0.677578208798712,11,-20.41698072922152,0,0.0,0.0,0.0,1,-0.0
6,8.52244758605957,8.428245790302753,0.44257959234528244,16,-15.493851701884628,0,0.0,0.0,0.0,1,-0.0
7,8.801702499389648,8.698095969855785,0.4852549155553182,15,-16.419606540615494,0,0.0,0.0,0.0,1,-0.0
3,7.6692795753479,7.645641673356295,0.1564488531835377,50,-3.04704871065708,0,0.0,0.0,0.0,1,-0.0
8,8.980572700500488,8.90892331302166,0.4103494592838817,18,-15.85205433807935,0,0.0,0.0,0.0,1,-0.0
4,8.932286262512207,8.788063645362854,0.4194329150897615,17,-14.97113864495229,0,0.0,0.0,0.0,1,-0.0
7,8.74031925201416,8.662589989602566,0.4255108708406196,17,-15.189739558143817,0,0.0,0.0,0.0,1,-0.0
5,9.308830261230469,9.194374613463879,0.3793371598320929,22,-16.264413826924542,0,0.0,0.0,0.0,1,-0.0
9,8.616327285766602,8.522455222904682,0.47985484334640205,16,-15.012880288088777,2,0.11359024047851562,0.11359024047851562,0.6199217438697815,1,0.247076684720712
4,2.8317952156066895,2.80961936712265,0.11343097081407905,108,28.439513301035326,10,0.20622530579566956,0.19483205676078796,0.42798477758963904,15,1.8292993742063413
6,8.553753852844238,8.478899210691452,0.3833494575782901,21,-14.273199789218761,0,0.0,0.0,0.0,1,-0.0
5,9.307672500610352,9.258964993059635,0.3752806813202121,22,-16.491078668915343,0,0.0,0.0,0.0,1,-0.0
10,8.149910926818848,8.086458273231983,0.2997477673775246,31,-9.195429918693536,4,0.40333402156829834,0.1275041699409485,0.7793148532509804,3,0.8319346754247392
3,7.750065326690674,7.704403057694435,0.16771694188494057,63,2.804784500363482,6,0.2459130883216858,0.0,0.4817469652209963,7,1.4502572793051471
7,8.389619827270508,8.310675159096718,0.2300581212732054,42,-5.040668349979052,8,0.17985135316848755,0.14637607336044312,0.482957844932874,9,1.2539592126755004
4,8.927192687988281,8.791137591004372,0.4229617222924443,17,-15.633406263756616,0,0.0,0.0,0.0,1,-0.0
4,8.769418716430664,8.629233539104462,0.318436640004317,24,-12.965221600073207,1,0.05285853147506714,0.0,0.3222995052735011,1,-0.0
5,7.58734655380249,7.562496894970536,0.15778733229336256,52,-2.3569070700267876,0,0.0,0.0,0.0,1,-0.0
6,8.952780723571777,8.858738712966442,0.48557255615790684,15,-17.230434295135794,0,0.0,0.0,0.0,1,-0.0
5,9.066193580627441,8.938479661941528,0.677578208798712,11,-20.41698072922152,0,0.0,0.0,0.0,1,-0.0
5,8.28282356262207,8.25443402864039,0.21383880841006575,38,-7.790988810084565,0,0.0,0.0,0.0,1,-0.0
11,7.926220893859863,7.833243943750858,0.33421493436281496,26,-9.966496488164267,4,0.2201441526412964,0.19301706552505493,0.7618166456619898,3,0.709375583758419
10,8.107253074645996,8.058779202401638,0.30350774586681395,31,-8.843846992000636,4,0.4004185199737549,0.16945600509643555,0.7863592604796091,3,0.7819663257387657
3,7.966847896575928,7.935343120247126,0.1907056312006459,53,-1.027581704203353,4,0.23646864295005798,0.1362074613571167,0.461172749598821,6,1.0114025393197172
8,8.689623832702637,8.627830475568771,0.42054241424536004,17,-14.605508415616754,0,0.0,0.0,0.0,1,-0.0
3,8.098508834838867,8.054713118821383,0.19462826707195946,41,-6.071674357172174,0,0.0,0.0,0.0,1,-0.0
5,7.587345600128174,7.562496289610863,0.1577873444542862,52,-2.3569079432961377,0,0.0,0.0,0.0,1,-0.0
7,8.786749839782715,8.737850658595562,0.40474961284134126,18,-14.760510995124577,0,0.0,0.0,0.0,1,-0.0
7,8.753225326538086,8.565049201250076,0.46178784352891583,17,-14.858824502865511,0,0.0,0.0,0.0,1,-0.0
7,8.389619827270508,8.310675114393234,0.23005810947645278,42,-5.040669115480043,8,0.17985093593597412,0.14637547731399536,0.48295783665445113,9,1.253959389345388
3,8.694282531738281,8.658283744007349,0.21325524417092886,41,-6.971135351474953,0,0.0,0.0,0.0,1,-0.0
